,fecha,circulacion_monetaria
4759,2015-03-13,346737
4760,2015-03-16,345731
4761,2015-03-17,344543
4762,2015-03-18,343335
4763,2015-03-19,343442
4764,2015-03-20,343724
4765,2015-03-25,344039
4766,2015-03-26,344785
4767,2015-03-27,346795
4768,2015-03-30,350338
4769,2015-03-31,350338
4770,2015-04-01,352125
4771,2015-04-06,353363
4772,2015-04-07,353788
4773,2015-04-08,352828
4774,2015-04-09,352172
4775,2015-04-10,352296
4776,2015-04-13,352176
4777,2015-04-14,351073
4778,2015-04-15,349453
4779,2015-04-16,348388
4780,2015-04-17,347754
4781,2015-04-20,347351
4782,2015-04-21,346687
4783,2015-04-22,345918
4784,2015-04-23,345794
4785,2015-04-24,346236
4786,2015-04-27,346877
4787,2015-04-28,348026
4788,2015-04-29,350387
4789,2015-04-30,352080
4790,2015-05-04,354596
4791,2015-05-05,356443
4792,2015-05-06,357757
4793,2015-05-07,359718
4794,2015-05-08,361539
4795,2015-05-11,362805
4796,2015-05-12,362805
4797,2015-05-13,361638
4798,2015-05-14,360411
4799,2015-05-15,358845
4800,2015-05-18,358005
4801,2015-05-19,356832
4802,2015-05-20,356603
4803,2015-05-21,357137
4804,2015-05-22,359832
4805,2015-05-26,359832
4806,2015-05-27,359832
4807,2015-05-28,359833
4808,2015-05-29,360765
4809,2015-06-01,361868
4810,2015-06-02,364654
4811,2015-06-03,366597
4812,2015-06-04,369998
4813,2015-06-05,372527
4814,2015-06-08,375014
4815,2015-06-09,375396
4816,2015-06-10,375952
4817,2015-06-11,376423
4818,2015-06-12,375909
4819,2015-06-15,375898
4820,2015-06-16,375587
4821,2015-06-17,374840
4822,2015-06-18,374675
4823,2015-06-19,375469
4824,2015-06-22,376207
4825,2015-06-23,376614
4826,2015-06-24,377334
4827,2015-06-25,378685
4828,2015-06-26,381148
4829,2015-06-29,384052
4830,2015-06-30,387519
4831,2015-07-01,389228
4832,2015-07-02,392851
4833,2015-07-03,396138
4834,2015-07-06,400134
4835,2015-07-07,402741
4836,2015-07-08,405626
4837,2015-07-10,407566
4838,2015-07-13,407894
4839,2015-07-14,406760
4840,2015-07-15,405358
4841,2015-07-16,403951
4842,2015-07-17,402618
4843,2015-07-20,401928
4844,2015-07-21,401009
4845,2015-07-22,400130
4846,2015-07-23,399530
4847,2015-07-24,399648
4848,2015-07-27,400231
4849,2015-07-28,400949
4850,2015-07-29,401708
4851,2015-07-30,403384
4852,2015-07-31,405341
4853,2015-08-03,407689
4854,2015-08-04,409408
4855,2015-08-05,411116
4856,2015-08-06,413394
4857,2015-08-07,414735
4858,2015-08-10,415433
4859,2015-08-11,414952
4860,2015-08-12,413999
4861,2015-08-13,413094
4862,2015-08-14,412179
4863,2015-08-18,411582
4864,2015-08-19,410204
4865,2015-08-20,408920
4866,2015-08-21,407449
4867,2015-08-24,406750
4868,2015-08-25,405744
4869,2015-08-26,405033
4870,2015-08-27,405195
4871,2015-08-28,406735
4872,2015-08-31,408598
4873,2015-09-01,410102
4874,2015-09-02,411964
4875,2015-09-03,413258
4876,2015-09-04,415639
4877,2015-09-07,417160
4878,2015-09-08,418053
4879,2015-09-09,418069
4880,2015-09-10,418125
4881,2015-09-11,417574
4882,2015-09-14,416401
4883,2015-09-15,415087
4884,2015-09-16,413372
4885,2015-09-17,412479
4886,2015-09-18,411709
4887,2015-09-21,411308
4888,2015-09-22,410758
4889,2015-09-23,410362
4890,2015-09-24,410404
4891,2015-09-25,412199
4892,2015-09-28,412752
4893,2015-09-29,413453
4894,2015-09-30,413997
4895,2015-10-01,417280
4896,2015-10-02,419826
4897,2015-10-05,422031
4898,2015-10-06,423598
4899,2015-10-07,424704
4900,2015-10-08,426422
4901,2015-10-09,428018
4902,2015-10-13,428240
4903,2015-10-14,426576
4904,2015-10-15,424571
4905,2015-10-16,422761
4906,2015-10-19,421267
4907,2015-10-20,419606
4908,2015-10-21,418232
4909,2015-10-22,417279
4910,2015-10-23,417035
4911,2015-10-26,417841
4912,2015-10-27,419180
4913,2015-10-28,420488
4914,2015-10-29,423641
4915,2015-10-30,424286
4916,2015-11-02,425096
4917,2015-11-03,425960
4918,2015-11-04,426984
4919,2015-11-05,429161
4920,2015-11-09,430095
4921,2015-11-10,429733
4922,2015-11-11,428867
4923,2015-11-12,427944
4924,2015-11-13,426978
4925,2015-11-16,426299
4926,2015-11-17,425424
4927,2015-11-18,424662
4928,2015-11-19,424004
4929,2015-11-20,425337
4930,2015-11-23,425934
4931,2015-11-24,427185
4932,2015-11-25,428717
4933,2015-11-26,429818
4934,2015-11-30,432569
4935,2015-12-01,435013
4936,2015-12-02,438923
4937,2015-12-03,443640
4938,2015-12-04,446622
4939,2015-12-09,450254
4940,2015-12-10,452213
4941,2015-12-11,453306
4942,2015-12-14,454813
4943,2015-12-15,454974
4944,2015-12-16,455449
4945,2015-12-17,457041
4946,2015-12-18,458811
4947,2015-12-21,464641
4948,2015-12-22,467461
4949,2015-12-23,472863
4950,2015-12-24,473840
4951,2015-12-28,476137
4952,2015-12-29,478241
4953,2015-12-30,478905
4954,2015-12-31,478777
4955,2016-01-04,478962
4956,2016-01-05,478010
4957,2016-01-06,476523
4958,2016-01-07,475095
4959,2016-01-08,474191
4960,2016-01-11,473013
4961,2016-01-12,471327
4962,2016-01-13,468872
4963,2016-01-14,466550
4964,2016-01-15,464592
4965,2016-01-18,462894
4966,2016-01-19,461188
4967,2016-01-20,459428
4968,2016-01-21,458156
4969,2016-01-22,457258
4970,2016-01-25,456739
4971,2016-01-26,456291
4972,2016-01-27,455984
4973,2016-01-28,456364
4974,2016-01-29,456741
4975,2016-02-01,457414
4976,2016-02-02,458110
4977,2016-02-03,458843
4978,2016-02-04,460730
4979,2016-02-05,462844
4980,2016-02-10,463174
4981,2016-02-11,462895
4982,2016-02-12,461781
4983,2016-02-15,460627
4984,2016-02-16,459483
4985,2016-02-17,458309
4986,2016-02-18,457337
4987,2016-02-19,456569
4988,2016-02-22,455983
4989,2016-02-23,455111
4990,2016-02-24,454515
4991,2016-02-25,454904
4992,2016-02-26,454951
4993,2016-02-29,455511
4994,2016-03-01,455560
4995,2016-03-02,455680
4996,2016-03-03,457357
4997,2016-03-04,458004
4998,2016-03-07,458385
4999,2016-03-08,458124
5000,2016-03-09,457943
5001,2016-03-10,457635
5002,2016-03-11,457323
5003,2016-03-14,456636
5004,2016-03-15,456054
5005,2016-03-16,454994
5006,2016-03-17,454022
5007,2016-03-18,453296
5008,2016-03-21,452891
5009,2016-03-22,453286
5010,2016-03-23,453354
5011,2016-03-28,453345
5012,2016-03-29,453321
5013,2016-03-30,453429
5014,2016-03-31,453440
5015,2016-04-01,453718
5016,2016-04-04,453949
5017,2016-04-05,454757
5018,2016-04-06,454620
5019,2016-04-07,455619
5020,2016-04-08,456349
5021,2016-04-11,456278
5022,2016-04-12,455946
5023,2016-04-13,455311
5024,2016-04-14,455308
5025,2016-04-15,454558
5026,2016-04-18,454033
5027,2016-04-19,453442
5028,2016-04-20,453082
5029,2016-04-21,453082
5030,2016-04-22,452704
5031,2016-04-25,451628
5032,2016-04-26,450988
5033,2016-04-27,450594
5034,2016-04-28,450560
5035,2016-04-29,450850
5036,2016-05-02,451426
5037,2016-05-03,451958
5038,2016-05-04,452605
5039,2016-05-05,454318
5040,2016-05-06,455895
5041,2016-05-09,456777
5042,2016-05-10,456462
5043,2016-05-11,456103
5044,2016-05-12,455617
5045,2016-05-13,454740
5046,2016-05-16,454184
5047,2016-05-17,453355
5048,2016-05-18,452245
5049,2016-05-19,451587
5050,2016-05-20,451325
5051,2016-05-23,451153
5052,2016-05-24,450937
5053,2016-05-26,450861
5054,2016-05-27,450882
5055,2016-05-30,451412
5056,2016-05-31,451831
5057,2016-06-01,452899
5058,2016-06-02,454383
5059,2016-06-03,455303
5060,2016-06-06,456383
5061,2016-06-07,457215
5062,2016-06-08,457735
5063,2016-06-09,458562
5064,2016-06-10,459365
5065,2016-06-13,459826
5066,2016-06-14,459705
5067,2016-06-15,459848
5068,2016-06-16,460156
5069,2016-06-21,460361
5070,2016-06-22,459858
5071,2016-06-23,459599
5072,2016-06-24,460109
5073,2016-06-27,461699
5074,2016-06-28,462314
5075,2016-06-29,464362
5076,2016-06-30,467120
5077,2016-07-01,470546
5078,2016-07-04,475209
5079,2016-07-05,479630
5080,2016-07-06,485273
5081,2016-07-07,489561
5082,2016-07-11,491129
5083,2016-07-12,490746
5084,2016-07-13,489374
5085,2016-07-14,488245
5086,2016-07-15,487573
5087,2016-07-18,486688
5088,2016-07-19,485466
5089,2016-07-20,484109
5090,2016-07-21,482892
5091,2016-07-22,482054
5092,2016-07-25,481385
5093,2016-07-26,480602
5094,2016-07-27,480352
5095,2016-07-28,481317
5096,2016-07-29,483279
5097,2016-08-01,485926
5098,2016-08-02,487725
5099,2016-08-03,489592
5100,2016-08-04,492197
5101,2016-08-05,494345
5102,2016-08-08,495561
5103,2016-08-09,496133
5104,2016-08-10,495949
5105,2016-08-11,496027
5106,2016-08-12,494948
5107,2016-08-16,493946
5108,2016-08-17,492007
5109,2016-08-18,490267
5110,2016-08-19,488027
5111,2016-08-22,486543
5112,2016-08-23,485575
5113,2016-08-24,484168
5114,2016-08-25,483679
5115,2016-08-26,483083
5116,2016-08-29,484218
5117,2016-08-30,485181
5118,2016-08-31,485991
5119,2016-09-01,488444
5120,2016-09-02,490332
5121,2016-09-05,492514
5122,2016-09-06,493885
5123,2016-09-07,495343
5124,2016-09-08,497778
5125,2016-09-09,498779
5126,2016-09-12,498034
5127,2016-09-13,497213
5128,2016-09-14,495375
5129,2016-09-15,494009
5130,2016-09-16,493059
5131,2016-09-19,491532
5132,2016-09-20,490567
5133,2016-09-21,489592
5134,2016-09-22,488739
5135,2016-09-23,488186
5136,2016-09-26,488641
5137,2016-09-27,489446
5138,2016-09-28,489987
5139,2016-09-29,491751
5140,2016-09-30,492770
5141,2016-10-03,496008
5142,2016-10-04,499508
5143,2016-10-05,501981
5144,2016-10-06,506001
5145,2016-10-07,508678
5146,2016-10-11,509131
5147,2016-10-12,507933
5148,2016-10-13,506509
5149,2016-10-14,504983
5150,2016-10-17,503435
5151,2016-10-18,501593
5152,2016-10-19,499563
5153,2016-10-20,497859
5154,2016-10-21,497408
5155,2016-10-24,497789
5156,2016-10-25,498529
5157,2016-10-26,500286
5158,2016-10-27,501974
5159,2016-10-28,501868
5160,2016-10-31,504330
5161,2016-11-01,507084
5162,2016-11-02,509401
5163,2016-11-03,511843
5164,2016-11-04,514501
5165,2016-11-07,515836
5166,2016-11-08,516803
5167,2016-11-09,517811
5168,2016-11-10,518655
5169,2016-11-11,518820
5170,2016-11-14,518429
5171,2016-11-15,517586
5172,2016-11-16,516363
5173,2016-11-17,515242
5174,2016-11-18,515189
5175,2016-11-21,515210
5176,2016-11-22,515077
5177,2016-11-23,515103
5178,2016-11-24,516315
5179,2016-11-25,517560
5180,2016-11-29,520060
5181,2016-11-30,522966
5182,2016-12-01,526346
5183,2016-12-02,531078
5184,2016-12-05,538444
5185,2016-12-06,546186
5186,2016-12-07,549539
5187,2016-12-12,553752
5188,2016-12-13,558572
5189,2016-12-14,558887
5190,2016-12-15,559980
5191,2016-12-16,561545
5192,2016-12-19,564294
5193,2016-12-20,568192
5194,2016-12-21,573268
5195,2016-12-22,579921
5196,2016-12-23,584806
5197,2016-12-26,587100
5198,2016-12-27,587847
5199,2016-12-28,588732
5200,2016-12-29,592061
5201,2016-12-30,594615
5202,2017-01-02,595918
5203,2017-01-03,596588
5204,2017-01-04,597658
5205,2017-01-05,599162
5206,2017-01-06,599998
5207,2017-01-09,600509
5208,2017-01-10,600714
5209,2017-01-11,600288
5210,2017-01-12,600366
5211,2017-01-13,600434
5212,2017-01-16,599983
5213,2017-01-17,599733
5214,2017-01-18,598893
5215,2017-01-19,598745
5216,2017-01-20,598866
5217,2017-01-23,598809
5218,2017-01-24,598788
5219,2017-01-25,598339
5220,2017-01-26,598611
5221,2017-01-27,599208
5222,2017-01-30,599462
5223,2017-01-31,601270
5224,2017-02-01,602441
5225,2017-02-02,604580
5226,2017-02-03,605670
5227,2017-02-06,606722
5228,2017-02-07,606841
5229,2017-02-08,606167
5230,2017-02-09,605800
5231,2017-02-10,605584
5232,2017-02-13,604368
5233,2017-02-14,604175
5234,2017-02-15,603296
5235,2017-02-16,602494
5236,2017-02-17,601931
5237,2017-02-20,601495
5238,2017-02-21,600617
5239,2017-02-22,599769
5240,2017-02-23,599270
5241,2017-02-24,597878
5242,2017-03-01,596950
5243,2017-03-02,595673
5244,2017-03-03,594606
5245,2017-03-06,594168
5246,2017-03-07,595286
5247,2017-03-08,595257
5248,2017-03-09,594914
5249,2017-03-10,594795
5250,2017-03-13,594408
5251,2017-03-14,594039
5252,2017-03-15,593106
5253,2017-03-16,591926
5254,2017-03-17,591641
5255,2017-03-20,591639
5256,2017-03-21,590254
5257,2017-03-22,589384
5258,2017-03-23,588960
5259,2017-03-27,589706
5260,2017-03-28,588732
5261,2017-03-29,587668
5262,2017-03-30,587026
5263,2017-03-31,587046
5264,2017-04-03,588636
5265,2017-04-04,590216
5266,2017-04-05,589272
5267,2017-04-06,589272
5268,2017-04-07,588720
5269,2017-04-10,590396
5270,2017-04-11,591769
5271,2017-04-12,593617
5272,2017-04-17,594151
5273,2017-04-18,593391
5274,2017-04-19,592168
5275,2017-04-20,590356
5276,2017-04-21,590038
5277,2017-04-24,590014
5278,2017-04-25,589173
5279,2017-04-26,588502
5280,2017-04-27,587674
5281,2017-04-28,588131
5282,2017-05-02,588503
5283,2017-05-03,588802
5284,2017-05-04,589069
5285,2017-05-05,590515
5286,2017-05-08,591198
5287,2017-05-09,590928
5288,2017-05-10,589875
5289,2017-05-11,589326
5290,2017-05-12,588836
5291,2017-05-15,588900
5292,2017-05-16,588258
5293,2017-05-17,587511
5294,2017-05-18,586053
5295,2017-05-19,585913
5296,2017-05-22,585983
5297,2017-05-23,584981
5298,2017-05-24,584585
5299,2017-05-26,584511
5300,2017-05-29,585731
5301,2017-05-30,585971
5302,2017-05-31,585557
5303,2017-06-01,586764
5304,2017-06-02,588688
5305,2017-06-05,592122
5306,2017-06-06,596662
5307,2017-06-07,598982
5308,2017-06-08,601378
5309,2017-06-09,603437
5310,2017-06-12,605367
5311,2017-06-13,605342
5312,2017-06-14,605815
5313,2017-06-15,605986
5314,2017-06-16,606552
5315,2017-06-19,608519
5316,2017-06-21,608814
5317,2017-06-22,610809
5318,2017-06-23,612647
5319,2017-06-26,614337
5320,2017-06-27,616579
5321,2017-06-28,619495
5322,2017-06-29,623969
5323,2017-06-30,626960
5324,2017-07-03,631807
5325,2017-07-04,636454
5326,2017-07-05,640690
5327,2017-07-06,645606
5328,2017-07-07,647906
5329,2017-07-10,650206
5330,2017-07-11,651023
5331,2017-07-12,650869
5332,2017-07-13,650593
5333,2017-07-14,649572
5334,2017-07-17,648979
5335,2017-07-18,648112
5336,2017-07-19,646870
5337,2017-07-20,646096
5338,2017-07-21,645687
5339,2017-07-24,645624
5340,2017-07-25,644838
5341,2017-07-26,644412
5342,2017-07-27,644492
5343,2017-07-28,645193
5344,2017-07-31,646418
5345,2017-08-01,646822
5346,2017-08-02,648884
5347,2017-08-03,651599
5348,2017-08-04,653765
5349,2017-08-07,655307
5350,2017-08-08,655261
5351,2017-08-09,654503
5352,2017-08-10,654709
5353,2017-08-11,654740
5354,2017-08-14,654474
5355,2017-08-15,653444
5356,2017-08-16,652365
5357,2017-08-17,652219
5358,2017-08-18,651745
5359,2017-08-22,651179
5360,2017-08-23,650515
5361,2017-08-24,650291
5362,2017-08-25,650316
5363,2017-08-28,650592
5364,2017-08-29,650713
5365,2017-08-30,650703
5366,2017-08-31,651196
5367,2017-09-01,653403
5368,2017-09-04,656213
5369,2017-09-05,658531
5370,2017-09-06,659459
5371,2017-09-07,661390
5372,2017-09-08,663110
5373,2017-09-11,664612
5374,2017-09-12,663962
5375,2017-09-13,663173
5376,2017-09-14,662489
5377,2017-09-15,661758
5378,2017-09-18,661148
5379,2017-09-19,660030
5380,2017-09-20,658860
5381,2017-09-21,658433
5382,2017-09-22,658423
5383,2017-09-25,658855
5384,2017-09-26,658876
5385,2017-09-27,658496
5386,2017-09-28,660312
5387,2017-09-29,662975
5388,2017-10-02,666623
5389,2017-10-03,669671
5390,2017-10-04,671646
5391,2017-10-05,674783
5392,2017-10-06,676352
5393,2017-10-09,678201
5394,2017-10-10,678735
5395,2017-10-11,678904
5396,2017-10-12,679474
5397,2017-10-13,679375
5398,2017-10-17,678228
5399,2017-10-18,677383
5400,2017-10-19,676430
5401,2017-10-20,675485
5402,2017-10-23,674999
5403,2017-10-24,674124
5404,2017-10-25,673531
5405,2017-10-26,673546
5406,2017-10-27,674276
5407,2017-10-30,676993
5408,2017-10-31,679168
5409,2017-11-01,682348
5410,2017-11-02,686524
5411,2017-11-03,689949
5412,2017-11-07,691379
5413,2017-11-08,691456
5414,2017-11-09,691310
5415,2017-11-10,691071
5416,2017-11-13,691048
5417,2017-11-14,690335
5418,2017-11-15,689480
5419,2017-11-16,689065
5420,2017-11-17,688598
5421,2017-11-21,688141
5422,2017-11-22,687576
5423,2017-11-23,686408
5424,2017-11-24,686350
5425,2017-11-27,686514
5426,2017-11-28,687271
5427,2017-11-29,689164
5428,2017-11-30,693108
5429,2017-12-01,699509
5430,2017-12-04,705964
5431,2017-12-05,712216
5432,2017-12-06,718894
5433,2017-12-07,724056
5434,2017-12-11,726679
5435,2017-12-12,729458
5436,2017-12-13,732175
5437,2017-12-14,735095
5438,2017-12-15,735482
5439,2017-12-18,738364
5440,2017-12-19,740866
5441,2017-12-20,744597
5442,2017-12-21,755451
5443,2017-12-22,765120
5444,2017-12-26,771904
5445,2017-12-27,776767
5446,2017-12-28,783205
5447,2017-12-29,786713
5448,2018-01-02,789102
5449,2018-01-03,789079
5450,2018-01-04,788657
5451,2018-01-05,789645
5452,2018-01-08,790012
5453,2018-01-09,789359
5454,2018-01-10,788607
5455,2018-01-11,787637
5456,2018-01-12,786898
5457,2018-01-15,785831
5458,2018-01-16,783981
5459,2018-01-17,781942
5460,2018-01-18,779752
5461,2018-01-19,777953
5462,2018-01-22,776075
5463,2018-01-23,774068
5464,2018-01-24,771934
5465,2018-01-25,769659
5466,2018-01-26,767759
5467,2018-01-29,766591
5468,2018-01-30,765804
5469,2018-01-31,765254
5470,2018-02-01,764778
5471,2018-02-02,764920
5472,2018-02-05,767702
5473,2018-02-06,773914
5474,2018-02-07,777328
5475,2018-02-08,779502
5476,2018-02-09,779760
5477,2018-02-14,779634
5478,2018-02-15,778302
5479,2018-02-16,777387
5480,2018-02-19,776580
5481,2018-02-20,775477
5482,2018-02-21,774391
5483,2018-02-22,771102
5484,2018-02-23,768420
5485,2018-02-26,765388
5486,2018-02-27,764093
5487,2018-02-28,763173
5488,2018-03-01,763238
5489,2018-03-02,763291
5490,2018-03-05,763582
5491,2018-03-06,765179
5492,2018-03-07,765011
5493,2018-03-08,765473
5494,2018-03-09,765456
5495,2018-03-12,765086
5496,2018-03-13,762974
5497,2018-03-14,760682
5498,2018-03-15,758049
5499,2018-03-16,756067
5500,2018-03-19,753891
5501,2018-03-20,751635
5502,2018-03-21,749620
5503,2018-03-22,748110
5504,2018-03-23,746813
5505,2018-03-26,746863
5506,2018-03-27,750340
5507,2018-03-28,755128
5508,2018-04-03,755662
5509,2018-04-04,756231
5510,2018-04-05,757544
5511,2018-04-06,757203
5512,2018-04-09,757083
5513,2018-04-10,755805
5514,2018-04-11,754224
5515,2018-04-12,752865
5516,2018-04-13,751212
5517,2018-04-16,749472
5518,2018-04-17,748419
5519,2018-04-18,747579
5520,2018-04-19,745684
5521,2018-04-20,742887
5522,2018-04-23,741123
5523,2018-04-24,739947
5524,2018-04-25,739785
5525,2018-04-26,740807
5526,2018-04-27,743195
5527,2018-05-02,744010
5528,2018-05-03,745659
5529,2018-05-04,745831
5530,2018-05-07,746291
5531,2018-05-08,745980
5532,2018-05-09,745279
5533,2018-05-10,745272
5534,2018-05-11,745015
5535,2018-05-14,744746
5536,2018-05-15,743676
5537,2018-05-16,742487
5538,2018-05-17,741262
5539,2018-05-18,740007
5540,2018-05-21,738279
5541,2018-05-22,736364
5542,2018-05-23,734198
5543,2018-05-24,732584
5544,2018-05-28,731624
5545,2018-05-29,730842
5546,2018-05-30,730361
5547,2018-05-31,731047
5548,2018-06-01,732407
5549,2018-06-04,734377
5550,2018-06-05,737651
5551,2018-06-06,739194
5552,2018-06-07,741480
5553,2018-06-08,742922
5554,2018-06-11,744190
5555,2018-06-12,746071
5556,2018-06-13,747041
5557,2018-06-14,747141
5558,2018-06-15,745978
5559,2018-06-18,745950
5560,2018-06-19,745579
5561,2018-06-21,746901
5562,2018-06-22,746752
5563,2018-06-25,746912
5564,2018-06-26,748825
5565,2018-06-27,750944
5566,2018-06-28,752889
5567,2018-06-29,755453
5568,2018-07-02,761412
5569,2018-07-03,766141
5570,2018-07-04,771601
5571,2018-07-05,778111
5572,2018-07-06,781145
5573,2018-07-10,783526
5574,2018-07-11,782768
5575,2018-07-12,782250
5576,2018-07-13,781317
5577,2018-07-16,779612
5578,2018-07-17,777673
5579,2018-07-18,774968
5580,2018-07-19,772599
5581,2018-07-20,770584
5582,2018-07-23,768003
5583,2018-07-24,766323
5584,2018-07-25,764568
5585,2018-07-26,763401
5586,2018-07-27,762784
5587,2018-07-30,762813
5588,2018-07-31,763079
5589,2018-08-01,763006
5590,2018-08-02,764103
5591,2018-08-03,765409
5592,2018-08-06,767433
5593,2018-08-07,767944
5594,2018-08-08,767579
5595,2018-08-09,767500
5596,2018-08-10,766981
5597,2018-08-13,766186
5598,2018-08-14,765294
5599,2018-08-15,764530
5600,2018-08-16,764010
5601,2018-08-17,763952
5602,2018-08-21,763628
5603,2018-08-22,762628
5604,2018-08-23,761900
5605,2018-08-24,761436
5606,2018-08-27,761372
5607,2018-08-28,761002
5608,2018-08-29,760627
5609,2018-08-30,760668
5610,2018-08-31,760857
5611,2018-09-03,761933
5612,2018-09-04,761871
5613,2018-09-05,762030
5614,2018-09-06,762165
5615,2018-09-07,762774
5616,2018-09-10,762972
5617,2018-09-11,762201
5618,2018-09-12,761143
5619,2018-09-13,759191
5620,2018-09-14,758852
5621,2018-09-17,758402
5622,2018-09-18,757730
5623,2018-09-19,756541
5624,2018-09-20,755687
5625,2018-09-21,755163
5626,2018-09-24,754710
5627,2018-09-25,754710
5628,2018-09-26,754230
5629,2018-09-27,753745
5630,2018-09-28,753321
5631,2018-10-01,753695
5632,2018-10-02,753758
5633,2018-10-03,753815
5634,2018-10-04,753870
5635,2018-10-05,753652
5636,2018-10-08,754254
5637,2018-10-09,754127
5638,2018-10-10,753821
5639,2018-10-11,753378
5640,2018-10-12,752471
5641,2018-10-16,750020
5642,2018-10-17,748901
5643,2018-10-18,747453
5644,2018-10-19,745312
5645,2018-10-22,743842
5646,2018-10-23,742546
5647,2018-10-24,741554
5648,2018-10-25,740963
5649,2018-10-26,740575
5650,2018-10-29,739657
5651,2018-10-30,739282
5652,2018-10-31,739090
5653,2018-11-01,739326
5654,2018-11-02,740058
5655,2018-11-05,741855
5656,2018-11-07,741563
5657,2018-11-08,742074
5658,2018-11-09,741154
5659,2018-11-12,740030
5660,2018-11-13,738943
5661,2018-11-14,737359
5662,2018-11-15,736657
5663,2018-11-16,735504
5664,2018-11-20,733771
5665,2018-11-21,733062
5666,2018-11-22,732730
5667,2018-11-23,732591
5668,2018-11-26,731604
5669,2018-11-27,731829
5670,2018-11-28,734170
5671,2018-11-29,734451
5672,2018-12-03,736653
5673,2018-12-04,739408
5674,2018-12-05,744041
5675,2018-12-06,750937
5676,2018-12-07,758918
5677,2018-12-10,764121
5678,2018-12-11,767766
5679,2018-12-12,769529
5680,2018-12-13,774538
5681,2018-12-14,780045
5682,2018-12-17,788864
5683,2018-12-18,796177
5684,2018-12-19,803891
5685,2018-12-20,818225
5686,2018-12-21,830481
5687,2018-12-26,841322
5688,2018-12-27,852942
5689,2018-12-28,859536
5690,2019-01-02,860000
5691,2019-01-03,859545
5692,2019-01-04,859079
5693,2019-01-07,857916
5694,2019-01-08,856719
5695,2019-01-09,854612
5696,2019-01-10,852113
5697,2019-01-11,849410
5698,2019-01-14,846176
5699,2019-01-15,842218
5700,2019-01-16,838430
5701,2019-01-17,833670
5702,2019-01-18,829324
5703,2019-01-21,824637
5704,2019-01-22,820734
5705,2019-01-23,816515
5706,2019-01-24,813317
5707,2019-01-25,810515
5708,2019-01-28,808922
5709,2019-01-29,807458
5710,2019-01-30,806324
5711,2019-01-31,807110
5712,2019-02-01,808840
5713,2019-02-04,810616
5714,2019-02-05,811247
5715,2019-02-06,812743
5716,2019-02-07,813634
5717,2019-02-08,814644
5718,2019-02-11,814354
5719,2019-02-12,812658
5720,2019-02-13,810262
5721,2019-02-14,807879
5722,2019-02-15,805815
5723,2019-02-18,803149
5724,2019-02-19,800735
5725,2019-02-20,798296
5726,2019-02-21,796386
5727,2019-02-22,794573
5728,2019-02-25,793761
5729,2019-02-26,796183
5730,2019-02-27,801080
5731,2019-02-28,806109
5732,2019-03-01,812183
5733,2019-03-06,815760
5734,2019-03-07,817789
5735,2019-03-08,816760
5736,2019-03-11,816012
5737,2019-03-12,814871
5738,2019-03-13,812646
5739,2019-03-14,810776
5740,2019-03-15,808336
5741,2019-03-18,805760
5742,2019-03-19,803069
5743,2019-03-20,800330
5744,2019-03-21,797493
5745,2019-03-22,795351
5746,2019-03-25,794552
5747,2019-03-26,795064
5748,2019-03-27,798452
5749,2019-03-28,801389
5750,2019-03-29,804995
5751,2019-04-01,808143
5752,2019-04-03,812581
5753,2019-04-04,815281
5754,2019-04-05,816137
5755,2019-04-08,817240
5756,2019-04-09,818087
5757,2019-04-10,818161
5758,2019-04-11,818245
5759,2019-04-12,817964
5760,2019-04-15,819932
5761,2019-04-16,822588
5762,2019-04-17,821480
5763,2019-04-22,819091
5764,2019-04-23,815557
5765,2019-04-24,813216
5766,2019-04-25,812007
5767,2019-04-26,814523
5768,2019-04-29,817857
5769,2019-04-30,817956
5770,2019-05-02,821694
5771,2019-05-03,823592
5772,2019-05-06,826413
5773,2019-05-07,828297
5774,2019-05-08,828776
5775,2019-05-09,830532
5776,2019-05-10,832041
5777,2019-05-13,831531
5778,2019-05-14,830657
5779,2019-05-15,828484
5780,2019-05-16,826234
5781,2019-05-17,823705
5782,2019-05-20,821417
5783,2019-05-21,818642
5784,2019-05-22,816423
5785,2019-05-23,815016
5786,2019-05-24,814610
5787,2019-05-27,816825
5788,2019-05-28,821367
5789,2019-05-29,821367
5790,2019-05-30,821910
5791,2019-05-31,824343
5792,2019-06-03,828861
5793,2019-06-04,832627
5794,2019-06-05,835708
5795,2019-06-06,839491
5796,2019-06-07,843838
5797,2019-06-10,848534
5798,2019-06-11,849725
5799,2019-06-12,850285
5800,2019-06-13,851588
5801,2019-06-14,852583
5802,2019-06-18,854126
5803,2019-06-19,855270
5804,2019-06-21,855520
5805,2019-06-24,855530
5806,2019-06-25,856110
5807,2019-06-26,859449
5808,2019-06-27,866336
5809,2019-06-28,872460
5810,2019-07-01,882714
5811,2019-07-02,893576
5812,2019-07-03,904247
5813,2019-07-04,912972
5814,2019-07-05,919699
5815,2019-07-10,923207
5816,2019-07-11,924152
5817,2019-07-12,921721
5818,2019-07-15,918142
5819,2019-07-16,914856
5820,2019-07-17,909244
5821,2019-07-18,905345
5822,2019-07-19,901979
5823,2019-07-22,898978
5824,2019-07-23,895783
5825,2019-07-24,893324
5826,2019-07-25,891620
5827,2019-07-26,891570
5828,2019-07-29,893762
5829,2019-07-30,896180
5830,2019-07-31,897800
5831,2019-08-01,904016
5832,2019-08-02,908556
5833,2019-08-05,911594
