,fecha,circulacion_monetaria
5834,2019-08-06,912984
5835,2019-08-07,915022
5836,2019-08-08,918264
5837,2019-08-09,919879
5838,2019-08-12,919367
5839,2019-08-13,916967
5840,2019-08-14,913668
5841,2019-08-15,911591
5842,2019-08-16,909442
5843,2019-08-20,906853
5844,2019-08-21,903191
5845,2019-08-22,899988
5846,2019-08-23,896965
5847,2019-08-26,895228
5848,2019-08-27,893950
5849,2019-08-28,893614
5850,2019-08-29,897528
5851,2019-08-30,904438
5852,2019-09-02,909469
5853,2019-09-03,914180
5854,2019-09-04,920062
5855,2019-09-05,924383
5856,2019-09-06,927648
5857,2019-09-09,929868
5858,2019-09-10,929542
5859,2019-09-11,928313
5860,2019-09-12,926289
5861,2019-09-13,924562
5862,2019-09-16,923261
5863,2019-09-17,921008
5864,2019-09-18,917832
5865,2019-09-19,915136
5866,2019-09-20,913161
5867,2019-09-23,912435
5868,2019-09-24,911913
5869,2019-09-25,912551
5870,2019-09-26,915161
5871,2019-09-27,919389
5872,2019-09-30,924758
5873,2019-10-01,928295
5874,2019-10-02,929067
5875,2019-10-03,934674
5876,2019-10-04,938822
5877,2019-10-07,942154
5878,2019-10-08,943709
5879,2019-10-09,944132
5880,2019-10-10,946590
5881,2019-10-11,948440
5882,2019-10-15,948457
5883,2019-10-16,945191
5884,2019-10-17,941247
5885,2019-10-18,937848
5886,2019-10-21,934467
5887,2019-10-22,930955
5888,2019-10-23,927905
5889,2019-10-24,925678
5890,2019-10-25,923534
5891,2019-10-28,920941
5892,2019-10-29,918057
5893,2019-10-30,916079
5894,2019-10-31,918027
5895,2019-11-01,921251
5896,2019-11-04,929112
5897,2019-11-05,935636
5898,2019-11-07,941492
5899,2019-11-08,945017
5900,2019-11-11,946131
5901,2019-11-12,944227
5902,2019-11-13,942368
5903,2019-11-14,941024
5904,2019-11-15,939484
5905,2019-11-19,937886
5906,2019-11-20,935817
5907,2019-11-21,933209
5908,2019-11-22,931168
5909,2019-11-25,931421
5910,2019-11-26,931729
5911,2019-11-27,935716
5912,2019-11-28,946715
5913,2019-11-29,956135
5914,2019-12-02,965980
5915,2019-12-03,976376
5916,2019-12-04,985433
5917,2019-12-05,996383
5918,2019-12-06,1008326
5919,2019-12-09,1020085
5920,2019-12-10,1026860
5921,2019-12-11,1032121
5922,2019-12-12,1036890
5923,2019-12-13,1042823
5924,2019-12-16,1051117
5925,2019-12-17,1061303
5926,2019-12-18,1067898
5927,2019-12-19,1078957
5928,2019-12-20,1099065
5929,2019-12-23,1119466
5930,2019-12-26,1138093
5931,2019-12-27,1147080
5932,2019-12-30,1153405
5933,2020-01-02,1158878
5934,2020-01-03,1157812
5935,2020-01-06,1155605
5936,2020-01-07,1153104
5937,2020-01-08,1150008
5938,2020-01-09,1148807
5939,2020-01-10,1146482
5940,2020-01-13,1144649
5941,2020-01-14,1140886
5942,2020-01-15,1136796
5943,2020-01-16,1132603
5944,2020-01-17,1129595
5945,2020-01-20,1127942
5946,2020-01-21,1125218
5947,2020-01-22,1122048
5948,2020-01-23,1120258
5949,2020-01-24,1118420
5950,2020-01-27,1118199
5951,2020-01-28,1118777
5952,2020-01-29,1120876
5953,2020-01-30,1125821
5954,2020-01-31,1130395
5955,2020-02-03,1132285
5956,2020-02-04,1136072
5957,2020-02-05,1138320
5958,2020-02-06,1144057
5959,2020-02-07,1147152
5960,2020-02-10,1150388
5961,2020-02-11,1148652
5962,2020-02-12,1146436
5963,2020-02-13,1143423
5964,2020-02-14,1140644
5965,2020-02-17,1139830
5966,2020-02-18,1138218
5967,2020-02-19,1136784
5968,2020-02-20,1138611
5969,2020-02-21,1141783
5970,2020-02-26,1145091
5971,2020-02-27,1146837
5972,2020-02-28,1148044
5973,2020-03-02,1150464
5974,2020-03-03,1150696
5975,2020-03-04,1152334
5976,2020-03-05,1157894
5977,2020-03-06,1159947
5978,2020-03-09,1163630
5979,2020-03-10,1164306
5980,2020-03-11,1162438
5981,2020-03-12,1160461
5982,2020-03-13,1159559
5983,2020-03-16,1158749
5984,2020-03-17,1160739
5985,2020-03-18,1166179
5986,2020-03-19,1172747
5987,2020-03-20,1189932
5988,2020-03-25,1214180
5989,2020-03-26,1224686
5990,2020-03-27,1228879
5991,2020-03-30,1233323
5992,2020-04-01,1247701
5993,2020-04-02,1275423
5994,2020-04-03,1293992
5995,2020-04-06,1308417
5996,2020-04-07,1324520
5997,2020-04-08,1334131
5998,2020-04-13,1339894
5999,2020-04-14,1343329
6000,2020-04-15,1344304
6001,2020-04-16,1345054
6002,2020-04-17,1344268
6003,2020-04-20,1341943
6004,2020-04-21,1339390
6005,2020-04-22,1338004
6006,2020-04-23,1337450
6007,2020-04-24,1339445
6008,2020-04-27,1344268
6009,2020-04-28,1356394
6010,2020-04-29,1365743
6011,2020-04-30,1374204
6012,2020-05-04,1383801
6013,2020-05-05,1393929
6014,2020-05-06,1401854
6015,2020-05-07,1411828
6016,2020-05-08,1420556
6017,2020-05-11,1425407
6018,2020-05-12,1427765
6019,2020-05-13,1430220
6020,2020-05-14,1432810
6021,2020-05-15,1434478
6022,2020-05-18,1435816
6023,2020-05-19,1437685
6024,2020-05-20,1439695
6025,2020-05-21,1445973
6026,2020-05-22,1450788
6027,2020-05-26,1455738
6028,2020-05-27,1457541
6029,2020-05-28,1463712
6030,2020-05-29,1467909
6031,2020-06-01,1473316
6032,2020-06-02,1476806
6033,2020-06-03,1480882
6034,2020-06-04,1488345
6035,2020-06-05,1492081
6036,2020-06-08,1498712
6037,2020-06-09,1500403
6038,2020-06-10,1503286
6039,2020-06-11,1510178
6040,2020-06-12,1513300
6041,2020-06-16,1516847
6042,2020-06-17,1520676
6043,2020-06-18,1522279
6044,2020-06-19,1525859
6045,2020-06-22,1529138
6046,2020-06-23,1532865
6047,2020-06-24,1536549
6048,2020-06-25,1542653
6049,2020-06-26,1552390
6050,2020-06-29,1561643
6051,2020-06-30,1575181
6052,2020-07-01,1583224
6053,2020-07-02,1594131
6054,2020-07-03,1607248
6055,2020-07-06,1616763
6056,2020-07-07,1628403
6057,2020-07-08,1641294
6058,2020-07-13,1646407
6059,2020-07-14,1648417
6060,2020-07-15,1647740
6061,2020-07-16,1645985
6062,2020-07-17,1643653
6063,2020-07-20,1641424
6064,2020-07-21,1639660
6065,2020-07-22,1638664
6066,2020-07-23,1637601
6067,2020-07-24,1639450
6068,2020-07-27,1642276
6069,2020-07-28,1643701
6070,2020-07-29,1646293
6071,2020-07-30,1652094
6072,2020-07-31,1656283
6073,2020-08-03,1660482
6074,2020-08-04,1663464
6075,2020-08-05,1665535
6076,2020-08-06,1670148
6077,2020-08-07,1672714
6078,2020-08-10,1674389
6079,2020-08-11,1673662
6080,2020-08-12,1673222
6081,2020-08-13,1672143
6082,2020-08-14,1671543
6083,2020-08-18,1671098
6084,2020-08-19,1671329
6085,2020-08-20,1669323
6086,2020-08-21,1666931
6087,2020-08-24,1665427
6088,2020-08-25,1663923
6089,2020-08-26,1662958
6090,2020-08-27,1663082
6091,2020-08-28,1664561
6092,2020-08-31,1667169
6093,2020-09-01,1667454
6094,2020-09-02,1668573
6095,2020-09-03,1673356
6096,2020-09-04,1674981
6097,2020-09-07,1676722
6098,2020-09-08,1677220
6099,2020-09-09,1676991
6100,2020-09-10,1677097
6101,2020-09-11,1676610
6102,2020-09-14,1675383
6103,2020-09-15,1673910
6104,2020-09-16,1672798
6105,2020-09-17,1671203
6106,2020-09-18,1670182
6107,2020-09-21,1670278
6108,2020-09-22,1669681
6109,2020-09-23,1669205
6110,2020-09-24,1670088
6111,2020-09-25,1670788
6112,2020-09-28,1672946
6113,2020-09-29,1675403
6114,2020-09-30,1677555
6115,2020-10-01,1684617
6116,2020-10-02,1686077
6117,2020-10-05,1688560
6118,2020-10-06,1691075
6119,2020-10-07,1692177
6120,2020-10-08,1698322
6121,2020-10-09,1701624
6122,2020-10-13,1702543
6123,2020-10-14,1701875
6124,2020-10-15,1700589
6125,2020-10-16,1698488
6126,2020-10-19,1696674
6127,2020-10-20,1693619
6128,2020-10-21,1690462
6129,2020-10-22,1688225
6130,2020-10-23,1685445
6131,2020-10-26,1685037
6132,2020-10-27,1684021
6133,2020-10-28,1683233
6134,2020-10-29,1684207
6135,2020-10-30,1685004
6136,2020-11-02,1686197
6137,2020-11-03,1690078
6138,2020-11-04,1695456
6139,2020-11-05,1697998
6140,2020-11-09,1698747
6141,2020-11-10,1696843
6142,2020-11-11,1694490
6143,2020-11-12,1693522
6144,2020-11-13,1692785
6145,2020-11-16,1692112
6146,2020-11-17,1690321
6147,2020-11-18,1689238
6148,2020-11-19,1687504
6149,2020-11-20,1686220
6150,2020-11-24,1686726
6151,2020-11-25,1692953
6152,2020-11-26,1694442
6153,2020-11-27,1700391
6154,2020-11-30,1705170
6155,2020-12-01,1707906
6156,2020-12-02,1716252
6157,2020-12-03,1730304
6158,2020-12-04,1738469
6159,2020-12-09,1747010
6160,2020-12-10,1755663
6161,2020-12-11,1758331
6162,2020-12-14,1761476
6163,2020-12-15,1766355
6164,2020-12-16,1772166
6165,2020-12-17,1778652
6166,2020-12-18,1788193
6167,2020-12-21,1807695
6168,2020-12-22,1834267
6169,2020-12-23,1858376
6170,2020-12-28,1887425
6171,2020-12-29,1897746
6172,2020-12-30,1897825
6173,2021-01-04,1897544
6174,2021-01-05,1894407
6175,2021-01-06,1891553
6176,2021-01-07,1888402
6177,2021-01-08,1885161
6178,2021-01-11,1881753
6179,2021-01-12,1878166
6180,2021-01-13,1874086
6181,2021-01-14,1868435
6182,2021-01-15,1863034
6183,2021-01-18,1859758
6184,2021-01-19,1854589
6185,2021-01-20,1849831
6186,2021-01-21,1845722
6187,2021-01-22,1841464
6188,2021-01-25,1839233
6189,2021-01-26,1836660
6190,2021-01-27,1835096
6191,2021-01-28,1833262
6192,2021-01-29,1831071
6193,2021-02-01,1831140
6194,2021-02-02,1830604
6195,2021-02-03,1830768
6196,2021-02-04,1833547
6197,2021-02-05,1834388
6198,2021-02-08,1837066
6199,2021-02-09,1839612
6200,2021-02-10,1844247
6201,2021-02-11,1849994
6202,2021-02-12,1849946
6203,2021-02-17,1849399
6204,2021-02-18,1845431
6205,2021-02-19,1838509
6206,2021-02-22,1832281
6207,2021-02-23,1826420
6208,2021-02-24,1824088
6209,2021-02-25,1820794
6210,2021-02-26,1819502
6211,2021-03-01,1818776
6212,2021-03-02,1817411
6213,2021-03-03,1817769
6214,2021-03-04,1821536
6215,2021-03-05,1822780
6216,2021-03-08,1823365
6217,2021-03-09,1822518
6218,2021-03-10,1822737
6219,2021-03-11,1823786
6220,2021-03-12,1822987
6221,2021-03-15,1821006
6222,2021-03-16,1817387
6223,2021-03-17,1814242
6224,2021-03-18,1809877
6225,2021-03-19,1804223
6226,2021-03-22,1801722
6227,2021-03-23,1799482
6228,2021-03-25,1799427
6229,2021-03-26,1801123
6230,2021-03-29,1814713
6231,2021-03-30,1823974
6232,2021-03-31,1827988
6233,2021-04-05,1828452
6234,2021-04-06,1826258
6235,2021-04-07,1823843
6236,2021-04-08,1820471
6237,2021-04-09,1817734
6238,2021-04-12,1815352
6239,2021-04-13,1811743
6240,2021-04-14,1807348
6241,2021-04-15,1803539
6242,2021-04-16,1798730
6243,2021-04-19,1795367
6244,2021-04-20,1790663
6245,2021-04-21,1786982
6246,2021-04-22,1785279
6247,2021-04-23,1782282
6248,2021-04-26,1779820
6249,2021-04-27,1779045
6250,2021-04-28,1780818
6251,2021-04-29,1790023
6252,2021-04-30,1795749
6253,2021-05-03,1798720
6254,2021-05-04,1802965
6255,2021-05-05,1805143
6256,2021-05-06,1825840
6257,2021-05-07,1828414
6258,2021-05-10,1831370
6259,2021-05-11,1831131
6260,2021-05-12,1831246
6261,2021-05-13,1836547
6262,2021-05-14,1835694
6263,2021-05-17,1832912
6264,2021-05-18,1830126
6265,2021-05-19,1828956
6266,2021-05-20,1831643
6267,2021-05-21,1832097
6268,2021-05-26,1836687
6269,2021-05-27,1857214
6270,2021-05-28,1859064
6271,2021-05-31,1861372
6272,2021-06-01,1864928
6273,2021-06-02,1865895
6274,2021-06-03,1878138
6275,2021-06-04,1884103
6276,2021-06-07,1885932
6277,2021-06-08,1895502
6278,2021-06-09,1897066
6279,2021-06-10,1915307
6280,2021-06-11,1916811
6281,2021-06-14,1917930
6282,2021-06-15,1932290
6283,2021-06-16,1933271
6284,2021-06-17,1950523
6285,2021-06-18,1951719
6286,2021-06-22,1969929
6287,2021-06-23,1969016
6288,2021-06-24,1987363
6289,2021-06-25,1990279
6290,2021-06-28,1992108
6291,2021-06-29,2013800
6292,2021-06-30,2016618
6293,2021-07-01,2040822
6294,2021-07-02,2042913
6295,2021-07-05,2055291
6296,2021-07-06,2072508
6297,2021-07-07,2091031
6298,2021-07-08,2102765
6299,2021-07-12,2107289
6300,2021-07-13,2110395
6301,2021-07-14,2107377
6302,2021-07-15,2104454
6303,2021-07-16,2100764
6304,2021-07-19,2097832
6305,2021-07-20,2095838
6306,2021-07-21,2094093
6307,2021-07-22,2093124
6308,2021-07-23,2091529
6309,2021-07-26,2091662
6310,2021-07-27,2096656
6311,2021-07-28,2099292
6312,2021-07-29,2112629
6313,2021-07-30,2114201
6314,2021-08-02,2116035
6315,2021-08-03,2128621
6316,2021-08-04,2130802
6317,2021-08-05,2136846
6318,2021-08-06,2137329
6319,2021-08-09,2138387
6320,2021-08-10,2146845
6321,2021-08-11,2146715
6322,2021-08-12,2154013
6323,2021-08-13,2153492
6324,2021-08-17,2153886
6325,2021-08-18,2151703
6326,2021-08-19,2146699
6327,2021-08-20,2140613
6328,2021-08-23,2135841
6329,2021-08-24,2133608
6330,2021-08-25,2131853
6331,2021-08-26,2133091
6332,2021-08-27,2132202
6333,2021-08-30,2134873
6334,2021-08-31,2142466
6335,2021-09-01,2144825
6336,2021-09-02,2157410
6337,2021-09-03,2159099
6338,2021-09-06,2160978
6339,2021-09-07,2169195
6340,2021-09-08,2171006
6341,2021-09-09,2179174
6342,2021-09-10,2178929
6343,2021-09-13,2178492
6344,2021-09-14,2176524
6345,2021-09-15,2172134
6346,2021-09-16,2167784
6347,2021-09-17,2164145
6348,2021-09-20,2161659
6349,2021-09-21,2157838
6350,2021-09-22,2154491
6351,2021-09-23,2153812
6352,2021-09-24,2153793
6353,2021-09-27,2154137
6354,2021-09-28,2163319
6355,2021-09-29,2165707
6356,2021-09-30,2182415
6357,2021-10-01,2185342
6358,2021-10-04,2189928
6359,2021-10-05,2219501
6360,2021-10-06,2227944
6361,2021-10-07,2237641
6362,2021-10-12,2242619
6363,2021-10-13,2239394
6364,2021-10-14,2235298
6365,2021-10-15,2228126
6366,2021-10-18,2220719
6367,2021-10-19,2214279
6368,2021-10-20,2207408
6369,2021-10-21,2202058
6370,2021-10-22,2197760
6371,2021-10-25,2196252
6372,2021-10-26,2198294
6373,2021-10-27,2201809
6374,2021-10-28,2216214
6375,2021-10-29,2222021
6376,2021-11-01,2227849
6377,2021-11-02,2245017
6378,2021-11-03,2249683
6379,2021-11-04,2264525
6380,2021-11-05,2270076
6381,2021-11-08,2273470
6382,2021-11-09,2287801
6383,2021-11-10,2290399
6384,2021-11-11,2298341
6385,2021-11-12,2300799
6386,2021-11-15,2301574
6387,2021-11-16,2302707
6388,2021-11-17,2301736
6389,2021-11-18,2306268
6390,2021-11-19,2305236
6391,2021-11-23,2307890
6392,2021-11-24,2307201
6393,2021-11-25,2316728
6394,2021-11-26,2317291
6395,2021-11-29,2318704
6396,2021-11-30,2326807
6397,2021-12-01,2330414
6398,2021-12-02,2353527
6399,2021-12-03,2361280
6400,2021-12-06,2379878
6401,2021-12-07,2401851
6402,2021-12-09,2428431
6403,2021-12-10,2436577
6404,2021-12-13,2447835
6405,2021-12-14,2459781
6406,2021-12-15,2464857
6407,2021-12-16,2475553
6408,2021-12-17,2484880
6409,2021-12-20,2522200
6410,2021-12-21,2564587
6411,2021-12-22,2605294
6412,2021-12-23,2637445
6413,2021-12-27,2664504
6414,2021-12-28,2677964
6415,2021-12-29,2687322
6416,2021-12-30,2691400
6417,2022-01-03,2696329
6418,2022-01-04,2701597
6419,2022-01-05,2700815
6420,2022-01-06,2700931
6421,2022-01-07,2699491
6422,2022-01-10,2697185
6423,2022-01-11,2696087
6424,2022-01-12,2692253
6425,2022-01-13,2688163
6426,2022-01-14,2683034
6427,2022-01-17,2678401
6428,2022-01-18,2671448
6429,2022-01-19,2664889
6430,2022-01-20,2659349
6431,2022-01-21,2653898
6432,2022-01-24,2650852
6433,2022-01-25,2650169
6434,2022-01-26,2650373
6435,2022-01-27,2654095
6436,2022-01-28,2659981
6437,2022-01-31,2665796
6438,2022-02-01,2670232
6439,2022-02-02,2675590
6440,2022-02-03,2682948
6441,2022-02-04,2684694
6442,2022-02-07,2685694
6443,2022-02-08,2691678
6444,2022-02-09,2692258
6445,2022-02-10,2693490
6446,2022-02-11,2690656
6447,2022-02-14,2687528
6448,2022-02-15,2682676
6449,2022-02-16,2677756
6450,2022-02-17,2673089
6451,2022-02-18,2670109
6452,2022-02-21,2668864
6453,2022-02-22,2680587
6454,2022-02-23,2684980
6455,2022-02-24,2704788
6456,2022-02-25,2708918
6457,2022-03-02,2714112
6458,2022-03-03,2717439
6459,2022-03-04,2713163
6460,2022-03-07,2707602
6461,2022-03-08,2702672
6462,2022-03-09,2698652
6463,2022-03-10,2693978
6464,2022-03-11,2688804
6465,2022-03-14,2683061
6466,2022-03-15,2677155
6467,2022-03-16,2670016
6468,2022-03-17,2661517
6469,2022-03-18,2655422
6470,2022-03-21,2649865
6471,2022-03-22,2647119
6472,2022-03-23,2643910
6473,2022-03-25,2643803
6474,2022-03-28,2646000
6475,2022-03-29,2644072
6476,2022-03-30,2642967
6477,2022-03-31,2645803
6478,2022-04-01,2649168
6479,2022-04-04,2654977
6480,2022-04-05,2658464
6481,2022-04-06,2663816
6482,2022-04-07,2679672
6483,2022-04-08,2691292
6484,2022-04-11,2716293
6485,2022-04-12,2737030
6486,2022-04-13,2737130
6487,2022-04-18,2726694
6488,2022-04-19,2711197
6489,2022-04-20,2695413
6490,2022-04-21,2678995
6491,2022-04-22,2665422
6492,2022-04-25,2662070
6493,2022-04-26,2665454
6494,2022-04-27,2671363
6495,2022-04-28,2674663
6496,2022-04-29,2677179
6497,2022-05-02,2684215
6498,2022-05-03,2692928
6499,2022-05-04,2702347
6500,2022-05-05,2712644
6501,2022-05-06,2717965
6502,2022-05-09,2725111
6503,2022-05-10,2733877
6504,2022-05-11,2735679
6505,2022-05-12,2738608
6506,2022-05-13,2739891
6507,2022-05-16,2741471
6508,2022-05-17,2742999
6509,2022-05-19,2748466
6510,2022-05-20,2748684
6511,2022-05-23,2751115
6512,2022-05-24,2769598
6513,2022-05-26,2787445
6514,2022-05-27,2789062
6515,2022-05-30,2791933
6516,2022-05-31,2803704
6517,2022-06-01,2810906
6518,2022-06-02,2823287
6519,2022-06-03,2829585
6520,2022-06-06,2839488
6521,2022-06-07,2861569
6522,2022-06-08,2881668
6523,2022-06-09,2897294
6524,2022-06-10,2900663
6525,2022-06-13,2917128
6526,2022-06-14,2939703
6527,2022-06-15,2959058
6528,2022-06-16,2968220
6529,2022-06-21,2976911
6530,2022-06-22,2978922
6531,2022-06-23,2984420
6532,2022-06-24,2987932
6533,2022-06-27,3006264
6534,2022-06-28,3023684
6535,2022-06-29,3043809
6536,2022-06-30,3071287
6537,2022-07-01,3094576
6538,2022-07-04,3118963
6539,2022-07-05,3139106
6540,2022-07-06,3162285
6541,2022-07-07,3187407
6542,2022-07-08,3208154
6543,2022-07-11,3216354
6544,2022-07-12,3222863
6545,2022-07-13,3221601
6546,2022-07-14,3220969
6547,2022-07-15,3218728
6548,2022-07-18,3216304
6549,2022-07-19,3211457
6550,2022-07-20,3207306
6551,2022-07-21,3206615
6552,2022-07-22,3210673
6553,2022-07-25,3212466
6554,2022-07-26,3224777
6555,2022-07-27,3227609
6556,2022-07-28,3234013
6557,2022-07-29,3234472
6558,2022-08-01,3246423
6559,2022-08-02,3258925
